pid,Player,Mat,Inns_bowl,Balls_bowled,Runs_given,Wkts_taken,Avg_bowl,Econ_bowl,SR_bowl,4wkt,5wkt,BBwkts,BBruns,debut,retire,team1,team2,team3
DBLPowell20022009,DBL Powell,55,55,2850,2239,71,31.53,4.71,40.1,2,0,4,27,2002,2009,WI,,
SohailTanvir20072014,Sohail Tanvir,62,60,2949,2566,71,36.14,5.22,41.5,3,1,5,48,2007,2014,PAK,,
SCWilliams20052019,SC Williams,131,107,4080,3300,71,46.47,4.85,57.4,1,0,4,43,2005,2019,ZIM,,
EABrandes19871999,EA Brandes,59,59,2828,2266,70,32.37,4.8,40.4,1,2,5,28,1987,1999,ZIM,,
BMMcMillan19911998,BM McMillan,78,75,3623,2589,70,36.98,4.28,51.7,1,0,4,32,1991,1998,SA,,
NNOdhiambo20062014,NN Odhiambo,69,67,2808,2585,70,36.92,5.52,40.1,1,0,4,61,2006,2014,KENYA,,
ADRussell20112019,AD Russell,56,55,2290,2229,70,31.84,5.84,32.7,5,0,4,35,2011,2019,WI,,
BAStokes20112019,BA Stokes,95,80,2912,2920,70,41.71,6.01,41.6,1,1,5,61,2011,2019,ENG,,
ARCaddick19932003,AR Caddick,54,53,2937,1965,69,28.47,4.01,42.5,3,0,4,19,1993,2003,ENG,,
JPDuminy20042019,JP Duminy,199,135,3513,3143,69,45.55,5.36,50.9,1,0,4,16,2004,2019,SA,,
SBJoshi19962001,SB Joshi,69,67,3386,2509,69,36.36,4.44,49.0,1,1,5,6,1996,2001,INDIA,,
MJSantner20152019,MJ Santner,69,64,3079,2510,69,36.37,4.89,44.6,0,1,5,50,2015,2019,NZ,,
ShafiulIslam20102019,Shafiul Islam,59,59,2486,2453,69,35.55,5.92,36.0,4,0,4,21,2010,2019,BDESH,,
RPSingh20052011,RP Singh,58,57,2565,2343,69,33.95,5.48,37.1,2,0,4,35,2005,2011,INDIA,,
RRSingh19892001,RR Singh,136,117,3734,2985,69,43.26,4.79,54.1,0,2,5,22,1989,2001,INDIA,,
CPHRamanayake19861995,CPH Ramanayake,62,62,2864,2049,68,30.13,4.29,42.1,1,0,4,17,1986,1995,SL,,
HAVaraiya20062014,HA Varaiya,63,60,2951,2048,68,30.11,4.16,43.3,2,0,4,25,2006,2014,KENYA,,
MAEalham19962001,MA Ealham,64,62,3227,2197,67,32.79,4.08,48.1,1,2,5,15,1996,2001,ENG,,
LHFerguson20162019,LH Ferguson,36,36,1902,1719,67,25.65,5.42,28.3,2,1,5,45,2016,2019,NZ,,
JRHopes20052010,JR Hopes,84,75,3157,2384,67,35.58,4.53,47.1,0,1,5,14,2005,2010,AUS,,
MSKasprowicz19952005,MS Kasprowicz,43,42,2225,1674,67,24.98,4.51,33.2,1,2,5,45,1995,2005,AUS,,
KhaledMahmud19982006,Khaled Mahmud,77,75,3385,2865,67,42.76,5.07,50.5,1,0,4,19,1998,2006,BDESH,,
CSharma19831994,C Sharma,65,63,2835,2336,67,34.86,4.94,42.3,0,0,3,22,1983,1994,INDIA,,
DTJohnston20062013,DT Johnston,67,63,2930,2115,66,32.04,4.33,44.3,1,1,5,14,2006,2013,IRE,,
CCLewis19901998,CC Lewis,53,49,2625,1942,66,29.42,4.43,39.7,4,0,4,30,1990,1998,ENG,,
ManinderSingh19831993,Maninder Singh,59,57,3133,2066,66,31.3,3.95,47.4,1,0,4,22,1983,1993,INDIA,,
TPanyangara20042016,T Panyangara,65,65,3242,3024,65,46.52,5.59,49.8,0,0,3,28,2004,2016,ZIM,,
ALPhehlukwayo20162019,AL Phehlukwayo,52,50,2077,1936,65,29.78,5.59,31.9,3,0,4,22,2016,2019,SA,,
CWhite19942003,C White,51,50,2364,1726,65,26.55,4.38,36.3,1,1,5,21,1994,2003,ENG,,
AZampa20162019,A Zampa,48,48,2480,2363,65,36.35,5.71,38.1,1,0,4,43,2016,2019,AUS,,
AMishra20032016,A Mishra,36,34,1917,1511,64,23.6,4.72,29.9,2,2,6,48,2003,2016,INDIA,,
DJNash19922002,DJ Nash,81,78,3416,2622,64,40.96,4.6,53.3,1,0,4,38,1992,2002,NZ,,
SMSharif20112019,SM Sharif,44,44,2129,1776,64,27.75,5.0,33.2,2,1,5,33,2011,2019,SCOT,,
ARCusack20072015,AR Cusack,59,52,1953,1510,63,23.96,4.63,31.0,1,1,5,20,2007,2015,IRE,,
NMHauritz20022011,NM Hauritz,58,56,2724,2152,63,34.15,4.74,43.2,2,0,4,29,2002,2011,AUS,,
NLMcCullum20092015,NL McCullum,84,81,3536,2956,63,46.92,5.01,56.1,0,0,3,24,2009,2015,NZ,,
MujeebUrRahman20172019,Mujeeb Ur Rahman,40,39,2153,1414,63,22.44,3.94,34.1,2,1,5,50,2017,2019,AFG,,
ADMullally19962001,AD Mullally,50,49,2699,1728,63,27.42,3.84,42.8,2,0,4,18,1996,2001,ENG,,
SLVRaju19901996,SLV Raju,53,52,2770,2014,63,31.96,4.36,43.9,2,0,4,46,1990,1996,INDIA,,
BAReid19861992,BA Reid,61,61,3250,2203,63,34.96,4.06,51.5,0,1,5,53,1986,1992,AUS,,
SarfrazNawaz19731984,Sarfraz Nawaz,45,45,2412,1463,63,23.22,3.63,38.2,4,0,4,27,1973,1984,PAK,,
DEBollinger20092011,DE Bollinger,39,39,1942,1482,62,23.9,4.57,31.3,3,2,5,35,2009,2011,AUS,,
SWTait20072011,SW Tait,35,34,1688,1461,62,23.56,5.19,27.2,2,0,4,39,2007,2011,AUS,,
DTHondo20012005,DT Hondo,56,56,2381,2171,61,35.59,5.47,39.0,3,0,4,37,2001,2005,ZIM,,
DRSmith20042015,DR Smith,105,73,2726,2285,61,37.45,5.02,44.6,3,1,5,45,2004,2015,WI,,
SyedRasel20052010,Syed Rasel,52,52,2657,2051,61,33.62,4.63,43.5,1,0,4,22,2005,2010,BDESH,,
MAWood20152019,MA Wood,51,50,2585,2385,61,39.09,5.53,42.3,2,0,4,33,2015,2019,ENG,,
CJAnderson20132017,CJ Anderson,49,43,1485,1502,60,25.03,6.06,24.7,2,1,5,63,2013,2017,NZ,,
FHEdwards20032009,FH Edwards,50,49,2138,1812,60,30.2,5.08,35.6,0,2,6,22,2003,2009,WI,,
RMHaq20062015,RM Haq,54,51,2633,1975,60,32.91,4.5,43.8,2,1,5,54,2006,2015,SCOT,,
JCTredwell20102015,JC Tredwell,45,44,2104,1666,60,27.76,4.75,35.0,3,0,4,41,2010,2015,ENG,,
ALFdeMel19821987,ALF de Mel,57,57,2735,2237,59,37.91,4.9,46.3,1,2,5,32,1982,1987,SL,,
NAFoster19841989,NA Foster,48,48,2627,1836,59,31.11,4.19,44.5,0,0,3,20,1984,1989,ENG,,
GulbadinNaib20112019,Gulbadin Naib,65,60,2194,1968,59,33.35,5.38,37.1,2,1,6,43,2011,2019,AFG,,
HamidHassan20092019,Hamid Hassan,38,37,1734,1330,59,22.54,4.6,29.3,2,1,5,45,2009,2019,AFG,,
JDSNeesham20132019,JDS Neesham,59,55,1772,1814,59,30.74,6.14,30.0,2,1,5,31,2013,2019,NZ,,
ShadabKhan20172019,Shadab Khan,43,41,2088,1750,59,29.66,5.02,35.3,3,0,4,28,2017,2019,PAK,,
SikandarRaza20132019,Sikandar Raza,97,71,2846,2269,59,38.45,4.78,48.2,0,0,3,21,2013,2019,ZIM,,
TapashBaisya20022007,Tapash Baisya,56,56,2608,2452,59,41.55,5.64,44.2,2,0,4,16,2002,2007,BDESH,,
KMJarvis20092019,KM Jarvis,49,49,2362,2088,58,36.0,5.3,40.7,2,0,4,17,2009,2019,ZIM,,
HKOlonga19952003,HK Olonga,50,49,2059,1977,58,34.08,5.76,35.5,2,2,6,19,1995,2003,ZIM,,
GCSmall19871992,GC Small,53,53,2793,1942,58,33.48,4.17,48.1,1,0,4,31,1987,1992,ENG,,
MudassarBukhari20072014,Mudassar Bukhari,46,46,2036,1601,57,28.08,4.71,35.7,0,0,3,17,2007,2014,NL,,
MJClarke20032015,MJ Clarke,245,106,2585,2146,57,37.64,4.98,45.3,1,1,5,35,2003,2015,AUS,,
GRJMatthews19841993,GRJ Matthews,59,54,2808,2004,57,35.15,4.28,49.2,0,0,3,27,1984,1993,AUS,,
DSMohanty19972001,DS Mohanty,45,44,1996,1662,57,29.15,4.99,35.0,1,0,4,56,1997,2001,INDIA,,
TMupariwa20042016,T Mupariwa,40,40,2019,1690,57,29.64,5.02,35.4,3,0,4,39,2004,2016,ZIM,,
ArshadKhan19932006,Arshad Khan,58,56,2823,1948,56,34.78,4.14,50.4,1,0,4,33,1993,2006,PAK,,
RTelemachus19982006,R Telemachus,37,37,1918,1565,56,27.94,4.89,34.2,1,0,4,43,1998,2006,SA,,
XJDoherty20102015,XJ Doherty,60,56,2792,2224,55,40.43,4.77,50.7,3,0,4,28,2010,2015,AUS,,
AFGiles19972005,AF Giles,62,57,2856,2069,55,37.61,4.34,51.9,0,1,5,57,1997,2005,ENG,,
TauseefAhmed19821990,Tauseef Ahmed,70,67,3250,2247,55,40.85,4.14,59.0,1,0,4,38,1982,1990,PAK,,
RNtenDoeschate20062011,RN ten Doeschate,33,33,1580,1327,55,24.12,5.03,28.7,3,0,4,31,2006,2011,NL,,
JRThomson19751985,JR Thomson,50,50,2696,1942,55,35.3,4.32,49.0,1,0,4,67,1975,1985,AUS,,
JVConey19791987,JV Coney,88,70,2931,2039,54,37.75,4.17,54.2,1,0,4,46,1979,1987,NZ,,
NPradeep20122019,N Pradeep,42,40,1996,1998,54,37.0,6.0,36.9,2,0,4,31,2012,2019,SL,,
HHPandya20162019,HH Pandya,54,53,2368,2195,54,40.64,5.56,43.8,0,0,3,31,2016,2019,INDIA,,
ARAdams20012007,AR Adams,42,40,1885,1643,53,31.0,5.22,35.5,2,1,5,22,2001,2007,NZ,,
SRClark20052009,SR Clark,39,38,1829,1477,53,27.86,4.84,34.5,2,0,4,54,2005,2009,AUS,,
MohammadNaveed20142019,Mohammad Naveed,39,39,1938,1757,53,33.15,5.43,36.5,0,1,5,28,2014,2019,UAE,,
LSPascoe19771982,LS Pascoe,29,28,1568,1066,53,20.11,4.07,29.5,4,1,5,30,1977,1982,AUS,,
SMSMSenanayake20122015,SMSM Senanayake,49,47,2358,1874,53,35.35,4.76,44.4,1,0,4,13,2012,2015,SL,,
GIAllott19972000,GI Allott,31,31,1528,1207,52,23.21,4.73,29.3,4,0,4,35,1997,2000,NZ,,
NMCoulter-Nile20132019,NM Coulter-Nile,32,32,1678,1555,52,29.9,5.56,32.2,1,0,4,48,2013,2019,AUS,,
KSCdeSilva19962000,KSC de Silva,38,37,1619,1323,52,25.44,4.9,31.1,0,0,3,18,1996,2000,SL,,
DSLehmann19962005,DS Lehmann,117,62,1793,1445,52,27.78,4.83,34.4,1,0,4,7,1996,2005,AUS,,
TMMoody19871999,TM Moody,76,66,2797,2014,52,38.73,4.32,53.7,0,0,3,25,1987,1999,AUS,,
KAPollard20072019,KA Pollard,107,74,2116,2025,52,38.94,5.74,40.6,0,0,3,27,2007,2019,WI,,
DJWilley20152019,DJ Willey,46,45,1971,1889,52,36.32,5.75,37.9,2,0,4,34,2015,2019,ENG,,
ADananjaya20122019,A Dananjaya,36,34,1773,1506,51,29.52,5.09,34.7,2,2,6,29,2012,2019,SL,,
VCDrakes19952004,VC Drakes,34,34,1640,1293,51,25.35,4.73,32.1,3,2,5,33,1995,2004,WI,,
BJMcCarthy20162019,BJ McCarthy,27,27,1389,1360,51,26.66,5.87,27.2,2,1,5,46,2016,2019,IRE,,
AMBlignaut19992010,AM Blignaut,54,53,2348,2063,50,41.26,5.27,46.9,2,0,4,43,1999,2010,ZIM,,
GJMaxwell20122019,GJ Maxwell,110,86,2698,2525,50,50.5,5.61,53.9,2,0,4,46,2012,2019,AUS,,
JAMorkel20042012,JA Morkel,58,52,2073,1899,50,37.98,5.49,41.4,2,0,4,29,2004,2012,Afr,SA,
PMSeelaar20062019,PM Seelaar,41,41,1901,1476,50,29.52,4.65,38.0,1,0,4,15,2006,2019,NL,,
TThushara20082010,T Thushara,38,38,1676,1393,50,27.86,4.98,33.5,0,1,5,47,2008,2010,SL,,
JHDavey20102019,JH Davey,31,29,1301,1082,49,22.08,4.99,26.5,1,2,6,28,2010,2019,SCOT,,
CDMcMillan19972007,CD McMillan,197,74,1879,1717,49,35.04,5.48,38.3,0,0,3,20,1997,2007,NZ,,
ARNurse20162019,AR Nurse,54,49,2384,2125,49,43.36,5.34,48.6,2,0,4,51,2016,2019,WI,,
JSPatel20052017,JS Patel,43,42,2014,1691,49,34.51,5.03,41.1,0,0,3,11,2005,2017,NZ,,
GRDilley19791988,GR Dilley,36,36,2043,1291,48,26.89,3.79,42.5,3,0,4,23,1979,1988,ENG,,
JKKamande19992011,JK Kamande,86,71,2619,2169,48,45.18,4.96,54.5,1,0,4,36,1999,2011,KENYA,,
SLee19952001,S Lee,45,43,1706,1245,48,25.93,4.37,35.5,1,1,5,33,1995,2001,AUS,,
JFMooney20062015,JF Mooney,64,50,1797,1635,48,34.06,5.45,37.4,2,0,4,27,2006,2015,IRE,,
CHMorris20132019,CH Morris,42,40,1894,1756,48,36.58,5.56,39.4,2,0,4,31,2013,2019,SA,,
ARCFraser19891999,ARC Fraser,42,42,2392,1412,47,30.04,3.54,50.8,1,0,4,22,1989,1999,ENG,,
ShahadatHossain20062013,Shahadat Hossain,51,50,2198,2143,47,45.59,5.84,46.7,0,0,3,34,2006,2013,BDESH,,
MAmarnath19751989,M Amarnath,85,64,2730,1971,46,42.84,4.33,59.3,0,0,3,12,1975,1989,INDIA,,
PWBorren20062014,PW Borren,58,51,1979,1620,46,35.21,4.91,43.0,1,0,4,32,2006,2014,NL,,
NChopra19982000,N Chopra,39,37,1835,1286,46,27.95,4.2,39.8,1,1,5,21,1998,2000,INDIA,,
ACEvans20092019,AC Evans,36,35,1678,1499,46,32.58,5.35,36.4,2,0,4,41,2009,2019,SCOT,,
NAMMcLean19962003,NAM McLean,45,45,2120,1729,46,37.58,4.89,46.0,0,0,3,21,1996,2003,WI,,
MirwaisAshraf20092016,Mirwais Ashraf,46,45,2009,1360,46,29.56,4.06,43.6,1,0,4,35,2009,2016,AFG,,
MohammadAsif20052010,Mohammad Asif,38,36,1941,1524,46,33.13,4.71,42.1,0,0,3,28,2005,2010,Asia,PAK,
SBO'Connor19972000,SB O'Connor,38,38,1487,1396,46,30.34,5.63,32.3,1,2,5,39,1997,2000,NZ,,
SamiullahShinwari20092019,Samiullah Shinwari,84,65,2111,1729,46,37.58,4.91,45.8,1,0,4,31,2009,2019,AFG,,
BCStrang19952001,BC Strang,49,48,2494,1718,46,37.34,4.13,54.2,1,1,6,20,1995,2001,ZIM,,
MRWhitney19831993,MR Whitney,38,38,2106,1249,46,27.15,3.55,45.7,2,0,4,34,1983,1993,AUS,,
RDBCroft19962001,RDB Croft,50,49,2466,1743,45,38.73,4.24,54.8,0,0,3,51,1996,2001,ENG,,
GFLabrooy19861992,GF Labrooy,44,44,2308,1876,45,41.68,4.87,51.2,1,1,5,57,1986,1992,SL,,
NOMiller20082018,NO Miller,50,46,2125,1660,45,36.88,4.68,47.2,2,0,4,43,2008,2018,WI,,
CMOld19731981,CM Old,32,31,1755,999,45,22.2,3.41,39.0,2,0,4,8,1973,1981,ENG,,
HOsinde20062013,H Osinde,42,41,1692,1389,45,30.86,4.92,37.6,2,0,4,26,2006,2013,CAN,,
ARPatel20142017,AR Patel,38,35,1908,1409,45,31.31,4.43,42.4,0,0,3,34,2014,2017,INDIA,,
DNPatel19871997,DN Patel,75,69,3251,2261,45,50.24,4.17,72.2,0,0,3,22,1987,1997,NZ,,
ECRainsford20042010,EC Rainsford,39,39,1907,1401,45,31.13,4.4,42.3,1,1,5,36,2004,2010,ZIM,,
TaskinAhmed20142017,Taskin Ahmed,32,31,1413,1401,45,31.13,5.94,31.4,2,1,5,28,2014,2017,BDESH,,
ARWhittall19962000,AR Whittall,63,62,3085,2251,45,50.02,4.37,68.5,0,0,3,23,1996,2000,ZIM,,
HSBaidwan20082014,HS Baidwan,32,32,1551,1348,44,30.63,5.21,35.2,0,0,3,19,2008,2014,CAN,,
SPDavis19861988,SP Davis,39,39,2016,1133,44,25.75,3.37,45.8,0,0,3,10,1986,1988,AUS,,
SElworthy19982002,S Elworthy,39,37,1702,1235,44,28.06,4.35,38.6,0,0,3,17,1998,2002,SA,,
AHGray19851991,AH Gray,25,24,1270,835,44,18.97,3.94,28.8,2,1,6,50,1985,1991,WI,,
RJHarris20092012,RJ Harris,21,20,1031,832,44,18.9,4.84,23.4,0,3,5,19,2009,2012,AUS,,
VJMarks19801988,VJ Marks,34,32,1838,1135,44,25.79,3.7,41.7,0,2,5,20,1980,1988,ENG,,
MRMarsh20112018,MR Marsh,53,50,1700,1564,44,35.54,5.52,38.6,1,1,5,33,2011,2018,AUS,,
NazmulHossain20042012,Nazmul Hossain,38,37,1649,1386,44,31.5,5.04,37.4,1,0,4,40,2004,2012,BDESH,,
DRPringle19821993,DR Pringle,44,44,2379,1677,44,38.11,4.22,54.0,1,0,4,42,1982,1993,ENG,,
RPSnell19911996,RP Snell,42,42,2095,1574,44,35.77,4.5,47.6,2,1,5,40,1991,1996,SA,,
DPViljoen19972001,DP Viljoen,53,46,2075,1639,44,37.25,4.73,47.1,0,0,3,20,1997,2001,ZIM,,
JCAdams19922001,JC Adams,127,56,1856,1499,43,34.86,4.84,43.1,0,1,5,37,1992,2001,WI,,
CRBrathwaite20112019,CR Brathwaite,44,40,1825,1766,43,41.06,5.8,42.4,2,1,5,27,2011,2019,WI,,
CJJordan20132016,CJ Jordan,31,31,1532,1521,43,35.37,5.95,35.6,0,1,5,29,2013,2016,ENG,,
ShapoorZadran20092019,Shapoor Zadran,44,44,1983,1589,43,36.95,4.8,46.1,2,0,4,24,2009,2019,AFG,,
PRStirling20082019,PR Stirling,114,73,2392,1902,43,44.23,4.77,55.6,1,1,6,55,2008,2019,IRE,,
MASuji19962006,MA Suji,64,64,2952,2190,43,50.93,4.45,68.6,1,0,4,24,1996,2006,KENYA,,
KLTArthurton19881999,KLT Arthurton,105,44,1384,1159,42,27.59,5.02,32.9,3,0,4,31,1988,1999,WI,,
ACBotha20062011,AC Botha,42,33,1560,1134,42,27.0,4.36,37.1,2,0,4,19,2006,2011,IRE,,
JWHastings20102017,JW Hastings,29,29,1486,1256,42,29.9,5.07,35.3,1,1,6,45,2010,2017,AUS,,
ImadWasim20152019,Imad Wasim,53,51,2313,1865,42,44.4,4.83,55.0,0,1,5,14,2015,2019,PAK,,
ARMcBrine20142019,AR McBrine,42,40,2045,1489,42,35.45,4.36,48.6,0,0,3,38,2014,2019,IRE,,
SAThomson19901996,SA Thomson,56,51,2121,1602,42,38.14,4.53,50.5,0,0,3,14,1990,1996,NZ,,
AftabAlam20102019,Aftab Alam,27,27,1257,1033,41,25.19,4.93,30.6,1,0,4,25,2010,2019,AFG,,
JARBlain19992009,JAR Blain,33,32,1329,1173,41,28.6,5.29,32.4,1,1,5,22,1999,2009,SCOT,,
DGCork19922002,DG Cork,32,32,1772,1368,41,33.36,4.63,43.2,0,0,3,27,1992,2002,ENG,,
CECuffy19942002,CE Cuffy,41,41,2153,1436,41,35.02,4.0,52.5,1,0,4,24,1994,2002,WI,,
SDhaniram20062010,S Dhaniram,44,41,1769,1240,41,30.24,4.2,43.1,1,1,5,32,2006,2010,CAN,,
SMErvine20012004,SM Ervine,42,40,1649,1561,41,38.07,5.67,40.2,0,0,3,29,2001,2004,ZIM,,
HAGomes19781987,HA Gomes,83,36,1345,1045,41,25.48,4.66,32.8,2,0,4,31,1978,1987,WI,,
AFMilne20122017,AF Milne,40,39,1801,1581,41,38.56,5.26,43.9,0,0,3,49,2012,2017,NZ,,
LNgidi20182019,L Ngidi,22,22,1026,947,41,23.09,5.53,25.0,2,0,4,51,2018,2019,SA,,
VDPhilander20072015,VD Philander,30,28,1279,986,41,24.04,4.62,31.1,2,0,4,12,2007,2015,SA,,
AmirHamza20122017,Amir Hamza,31,31,1552,1016,40,25.4,3.92,38.8,1,0,4,17,2012,2017,AFG,,
RPArnold19972007,RP Arnold,180,84,2157,1739,40,43.47,4.83,53.9,0,0,3,47,1997,2007,SL,,
RSBopara20072015,RS Bopara,120,74,1860,1523,40,38.07,4.91,46.5,1,0,4,38,2007,2015,ENG,,
SaleemJaffar19861990,Saleem Jaffar,39,39,1900,1382,40,34.55,4.36,47.5,0,0,3,25,1986,1990,PAK,,
ShaheenShahAfridi20182019,Shaheen Shah Afridi,19,18,924,847,40,21.17,5.5,23.1,4,1,6,35,2018,2019,PAK,,
SJBenn20082016,SJ Benn,47,46,2387,1913,39,49.05,4.8,61.2,3,0,4,18,2008,2016,WI,,
PTCollins19992005,PT Collins,30,30,1577,1212,39,31.07,4.61,40.4,0,1,5,43,1999,2005,WI,,
SSCottrell20152019,SS Cottrell,30,28,1314,1293,39,33.15,5.9,33.6,1,1,5,46,2015,2019,WI,,
WWDavis19831988,WW Davis,35,35,1923,1302,39,33.38,4.06,49.3,0,1,7,51,1983,1988,WI,,
GDElliott20082016,GD Elliott,83,56,1302,1179,39,30.23,5.43,33.3,1,0,4,31,2008,2016,NZ,,
WKMcCallan20062009,WK McCallan,39,35,1804,1208,39,30.97,4.01,46.2,2,0,4,30,2006,2009,IRE,,
HMasakadza20012019,H Masakadza,209,85,1844,1636,39,41.94,5.32,47.2,0,0,3,39,2001,2019,ZIM,,
TBAMay19871995,TBA May,47,46,2504,1772,39,45.43,4.24,64.2,0,0,3,19,1987,1995,AUS,,
MOOdumbe19962003,MO Odumbe,61,52,2237,1807,39,46.33,4.84,57.3,1,0,4,38,1996,2003,KENYA,,
ISSodhi20152019,IS Sodhi,31,30,1548,1430,39,36.66,5.54,39.6,1,0,4,58,2015,2019,NZ,,
AkramRaza19891995,Akram Raza,49,48,2601,1611,38,42.39,3.71,68.4,0,0,3,18,1989,1995,PAK,,
DBishoo20112019,D Bishoo,42,40,2022,1668,38,43.89,4.94,53.2,0,0,3,30,2011,2019,WI,,
MGHughes19881993,MG Hughes,33,33,1639,1115,38,29.34,4.08,43.1,1,0,4,44,1988,1993,AUS,,
AJIreland20052007,AJ Ireland,26,26,1326,1115,38,29.34,5.04,34.8,0,0,3,41,2005,2007,ZIM,,
NadeemAhmed20042018,Nadeem Ahmed,25,25,1327,932,38,24.52,4.21,34.9,4,0,4,26,2004,2018,HKG,,
RohanMustafa20142019,Rohan Mustafa,34,33,1583,1245,38,32.76,4.71,41.6,1,1,5,25,2014,2019,UAE,,
RVinayKumar20102013,R Vinay Kumar,31,31,1436,1423,38,37.44,5.94,37.7,1,0,4,30,2010,2013,INDIA,,
TJFriend20002004,TJ Friend,51,45,1930,1779,37,48.08,5.53,52.1,1,0,4,55,2000,2004,ZIM,,
MRGillespie20062009,MR Gillespie,32,31,1521,1369,37,37.0,5.4,41.1,1,0,4,58,2006,2009,NZ,,
EEHemmings19821991,EE Hemmings,33,32,1752,1294,37,34.97,4.43,47.3,1,0,4,52,1982,1991,ENG,,
MKartik20022007,M Kartik,37,36,1907,1612,37,43.56,5.07,51.5,0,1,6,27,2002,2007,INDIA,,
MehidyHasanMiraz20172019,Mehidy Hasan Miraz,38,37,1957,1520,37,41.08,4.66,52.8,1,0,4,29,2017,2019,BDESH,,
KSWilliamson20102019,KS Williamson,149,65,1467,1310,37,35.4,5.35,39.6,1,0,4,22,2010,2019,NZ,,
HMCMBandara20062010,HMCM Bandara,31,28,1470,1232,36,34.22,5.02,40.8,2,0,4,31,2006,2010,SL,,
EAEBaptiste19831990,EAE Baptiste,43,43,2214,1511,36,41.97,4.09,61.5,0,0,2,10,1983,1990,WI,,
MGBevan19942004,MG Bevan,232,67,1966,1655,36,45.97,5.05,54.6,0,0,3,36,1994,2004,AUS,,
JMDavison20032011,JM Davison,32,31,1435,1067,36,29.63,4.46,39.8,0,0,3,15,2003,2011,CAN,,
AICDodemaide19881993,AIC Dodemaide,24,24,1327,753,36,20.91,3.4,36.8,1,1,5,21,1988,1993,AUS,,
SBDoull19922000,SB Doull,42,42,1745,1459,36,40.52,5.01,48.4,1,0,4,25,1992,2000,NZ,,
GAGooch19761995,GA Gooch,125,60,2066,1516,36,42.11,4.4,57.3,0,0,3,19,1976,1995,ENG,,
SRandiv20092016,S Randiv,31,29,1437,1214,36,33.72,5.06,39.9,0,1,5,42,2009,2016,SL,,
KhurramChohan20092014,Khurram Chohan,25,24,1186,1029,36,28.58,5.2,32.9,3,1,5,68,2009,2014,CAN,,
SKRaina20052018,SK Raina,226,101,2126,1811,36,50.3,5.11,59.0,0,0,3,34,2005,2018,INDIA,,
IWardlaw20132015,I Wardlaw,22,21,1108,1036,36,28.77,5.61,30.7,2,0,4,22,2013,2015,SCOT,,
CJChibhabha20052018,CJ Chibhabha,103,58,1667,1615,35,46.14,5.81,47.6,1,0,4,25,2005,2018,ZIM,,
MHendrick19731981,M Hendrick,22,22,1248,681,35,19.45,3.27,35.6,2,1,5,31,1973,1981,ENG,,
NCJohnson19982000,NC Johnson,48,39,1503,1220,35,34.85,4.87,42.9,1,0,4,42,1998,2000,ZIM,,
NaeemIslam20082014,Naeem Islam,59,48,1743,1407,35,40.2,4.84,49.8,0,0,3,32,2008,2014,BDESH,,
COObuya20012014,CO Obuya,104,49,1818,1637,35,46.77,5.4,51.9,0,1,5,24,2001,2014,KENYA,,
MRJWatt20162019,MRJ Watt,27,27,1443,1033,35,29.51,4.29,41.2,1,0,4,42,2016,2019,SCOT,,
BAWilliams20022004,BA Williams,25,24,1203,814,35,23.25,4.05,34.3,1,2,5,22,2002,2004,AUS,,
KJAbbott20132016,KJ Abbott,28,27,1303,1051,34,30.91,4.83,38.3,2,0,4,21,2013,2016,SA,,
LBalaji20022009,L Balaji,30,30,1447,1344,34,39.52,5.57,42.5,1,0,4,48,2002,2009,INDIA,,
TLBest20042014,TL Best,26,26,1300,1157,34,34.02,5.34,38.2,2,0,4,35,2004,2014,WI,,
PKDChase20152018,PKD Chase,25,24,1238,1356,34,39.88,6.57,36.4,0,0,3,33,2015,2018,IRE,,
ODGibson19951997,OD Gibson,15,15,739,621,34,18.26,5.04,21.7,2,2,5,40,1995,1997,WI,,
VBJohn19821987,VB John,45,45,2311,1655,34,48.67,4.29,67.9,0,0,3,28,1982,1987,SL,,
RDMLeverock20062009,RDM Leverock,32,32,1684,1123,34,33.02,4.0,49.5,0,1,5,53,2006,2009,BMUDA,,
RRPowar20042007,RR Powar,31,29,1536,1191,34,35.02,4.65,45.1,0,0,3,24,2004,2007,INDIA,,
JARennie19932000,JA Rennie,44,43,1965,1564,34,46.0,4.77,57.7,0,0,3,27,1993,2000,ZIM,,
KWRichardson20132019,KW Richardson,22,22,1143,1061,34,31.2,5.56,33.6,0,1,5,68,2013,2019,AUS,,
TahirNaqqash19801985,Tahir Naqqash,40,37,1596,1240,34,36.47,4.66,46.9,0,0,3,23,1980,1985,PAK,,
UsmanShinwari20172019,Usman Shinwari,17,17,768,633,34,18.61,4.94,22.5,3,2,5,34,2017,2019,PAK,,
NVanua20142019,N Vanua,23,23,1060,900,34,26.47,5.09,31.1,4,0,4,24,2014,2019,PNG,,
KCGBenjamin19921996,KCG Benjamin,26,26,1319,923,33,27.96,4.19,39.9,0,0,3,34,1992,1996,WI,,
UBhatti20062010,U Bhatti,36,35,1630,1149,33,34.81,4.22,49.3,1,0,4,45,2006,2010,CAN,,
JGBracewell19831990,JG Bracewell,53,50,2447,1884,33,57.09,4.61,74.1,0,0,2,3,1983,1990,NZ,,
STGabriel20162019,ST Gabriel,25,25,1148,1134,33,34.36,5.92,34.7,0,0,3,17,2016,2019,WI,,
YKPathan20082012,YK Pathan,57,50,1490,1365,33,41.36,5.49,45.1,0,0,3,49,2008,2012,INDIA,,
